0 0 4 0
0 4 4 0
0 8 4 -2.75482e-16
0 12 4 0
0 16 4 0
0 20 4 0
0 24 4 0
0 28 4 0
0 32 4 0
0 36 4 0
0 40 4 0
0 44 4 0
0 48 4 0
0 52 4 0
0 56 4 -2.75482e-16
0 60 4 2.75482e-16

4 0 3.78221 -2.32308e-05
4 4 3.78226 -0.000904329
4 8 3.78246 -0.00164763
4 12 3.78278 -0.00213994
4 16 3.78317 -0.00230636
4 20 3.78358 -0.00212169
4 24 3.78394 -0.00161413
4 28 3.78419 -0.000860995
4 32 3.7843 2.3115e-05
4 36 3.78426 0.000903721
4 40 3.78406 0.00164686
4 44 3.78374 0.00213944
4 48 3.78335 0.00230641
4 52 3.78294 0.00212222
4 56 3.78258 0.00161482
4 60 3.78233 0.000861419

8 0 3.77523 -1.29914e-05
8 4 3.77529 -0.00110168
8 8 3.77553 -0.00202258
8 12 3.77591 -0.00263548
8 16 3.77638 -0.0028471
8 20 3.77686 -0.00262531
8 24 3.77728 -0.00200392
8 28 3.77757 -0.00107754
8 32 3.7777 1.28358e-05
8 36 3.77764 0.00110127
8 40 3.7774 0.00202212
8 44 3.77701 0.00263521
8 48 3.77655 0.00284715
8 52 3.77607 0.00262561
8 56 3.77565 0.00200426
8 60 3.77536 0.0010777

12 0 3.76788 -2.3294e-05
12 4 3.76795 -0.000866444
12 8 3.7682 -0.00157772
12 12 3.76859 -0.00204887
12 16 3.76907 -0.00220816
12 20 3.76955 -0.00203132
12 24 3.76997 -0.00154521
12 28 3.77027 -0.000823804
12 32 3.77039 2.30757e-05
12 36 3.77032 0.000866462
12 40 3.77007 0.0015779
12 44 3.76968 0.00204906
12 48 3.7692 0.00220819
12 52 3.76872 0.00203111
12 56 3.7683 0.00154483
12 60 3.768 0.000823422

16 0 3.76007 -4.60837e-05
16 4 3.76015 -0.000586053
16 8 3.76042 -0.00103692
16 12 3.76084 -0.0013301
16 16 3.76133 -0.00142095
16 20 3.76183 -0.00129551
16 24 3.76227 -0.000972746
16 28 3.76256 -0.00050173
16 32 3.76268 4.58005e-05
16 36 3.7626 0.000586374
16 40 3.76233 0.00103756
16 44 3.76191 0.00133061
16 48 3.76142 0.00142092
16 52 3.76092 0.00129488
16 56 3.76048 0.000971789
16 60 3.76019 0.000500917

20 0 3.75201 -6.31606e-05
20 4 3.7521 -0.000375774
20 8 3.75239 -0.000631355
20 12 3.75281 -0.000791082
20 16 3.75332 -0.000830584
20 20 3.75383 -0.000743679
20 24 3.75426 -0.000543416
20 28 3.75456 -0.000260196
20 32 3.75466 6.2809e-05
20 36 3.75457 0.000376257
20 40 3.75429 0.000632249
20 44 3.75386 0.000791721
20 48 3.75336 0.000830452
20 52 3.75285 0.000742712
20 56 3.75241 0.000542039
20 60 3.75212 0.000259074

24 0 3.74397 -6.64256e-05
24 4 3.74406 -0.000201173
24 8 3.74434 -0.00030551
24 12 3.74474 -0.000363647
24 16 3.74522 -0.000366661
24 20 3.74569 -0.000313899
24 24 3.7461 -0.000213188
24 28 3.74636 -7.97649e-05
24 32 3.74646 6.59866e-05
24 36 3.74636 0.000201682
24 40 3.74609 0.000306456
24 44 3.74568 0.000364265
24 48 3.7452 0.000366377
24 52 3.74473 0.000312668
24 56 3.74433 0.000211519
24 60 3.74406 7.8424e-05

28 0 3.73619 -5.58564e-05
28 4 3.73628 -3.40739e-05
28 8 3.73652 -7.34225e-06
28 12 3.73686 2.01776e-05
28 16 3.73726 4.43744e-05
28 20 3.73765 6.17669e-05
28 24 3.73798 6.9915e-05
28 28 3.73819 6.76697e-05
28 32 3.73826 5.52944e-05
28 36 3.73817 3.44705e-05
28 40 3.73793 8.16031e-06
28 44 3.73758 -1.97221e-05
28 48 3.73719 -4.48531e-05
28 52 3.73679 -6.32041e-05
28 56 3.73646 -7.17736e-05
28 60 3.73625 -6.91658e-05

32 0 3.72891 -3.21027e-05
32 4 3.729 0.000116075
32 8 3.72917 0.000246332
32 12 3.72942 0.000338755
32 16 3.72969 0.000379352
32 20 3.72995 0.000362138
32 24 3.73016 0.000289931
32 28 3.73029 0.000173807
32 32 3.73032 3.1366e-05
32 36 3.73023 -0.000115903
32 40 3.73006 -0.000245776
32 44 3.72981 -0.000338565
32 48 3.72954 -0.000380064
32 52 3.72928 -0.000363759
32 56 3.72907 -0.000291936
32 60 3.72894 -0.000175446

36 0 3.72237 7.02185e-06
36 4 3.72244 0.000226286
36 8 3.72253 0.000410837
36 12 3.72264 0.000532501
36 16 3.72274 0.000572832
36 20 3.72282 0.000525878
36 24 3.72288 0.000398979
36 28 3.72289 0.000211531
36 32 3.72286 -8.00458e-06
36 36 3.7228 -0.000226395
36 40 3.7227 -0.000410583
36 44 3.7226 -0.000532605
36 48 3.72249 -0.000573807
36 52 3.72241 -0.000527727
36 56 3.72236 -0.000401191
36 60 3.72234 -0.000213385

40 0 3.71678 6.67852e-05
40 4 3.71682 0.000277024
40 8 3.7168 0.000444787
40 12 3.71673 0.000544442
40 16 3.71661 0.000560898
40 20 3.71646 0.000491855
40 24 3.71631 0.000348037
40 28 3.71617 0.000151431
40 32 3.71607 -6.81121e-05
40 36 3.71603 -0.000277376
40 40 3.71605 -0.000444713
40 44 3.71612 -0.000544742
40 48 3.71624 -0.000562151
40 52 3.71639 -0.000494083
40 56 3.71654 -0.00035069
40 60 3.71668 -0.000153711

44 0 3.7123 0.000155665
44 4 3.71232 0.000253029
44 8 3.71217 0.00031147
44 12 3.71187 0.000321942
44 16 3.71146 0.00028295
44 20 3.71101 0.000200721
44 24 3.71059 8.80838e-05
44 28 3.71026 -3.76647e-05
44 32 3.71007 -0.00015748
44 36 3.71005 -0.000253414
44 40 3.7102 -0.000311172
44 44 3.7105 -0.000322109
44 48 3.71091 -0.000284458
44 52 3.71136 -0.00020366
44 56 3.71178 -9.17051e-05
44 60 3.71211 3.45085e-05

48 0 3.70908 0.000286766
48 4 3.70908 0.000138466
48 8 3.70876 -3.15532e-05
48 12 3.70816 -0.000197702
48 16 3.70738 -0.000334529
48 20 3.70654 -0.000420684
48 24 3.70577 -0.000442475
48 28 3.70518 -0.000396285
48 32 3.70486 -0.000289305
48 36 3.70486 -0.000138345
48 40 3.70519 3.30321e-05
48 44 3.70579 0.000198442
48 48 3.70656 0.000332865
48 52 3.7074 0.000416361
48 56 3.70818 0.000436794
48 60 3.70877 0.000391343

52 0 3.70723 0.000480462
52 4 3.7072 -8.74704e-05
52 8 3.70666 -0.000643245
52 12 3.70568 -0.00110288
52 16 3.70441 -0.00139611
52 20 3.70305 -0.00147722
52 24 3.7018 -0.00133269
52 28 3.70085 -0.000983858
52 32 3.70035 -0.000484142
52 36 3.70038 8.93131e-05
52 40 3.70093 0.000647998
52 44 3.70192 0.00110623
52 48 3.70319 0.00139455
52 52 3.70455 0.00147015
52 56 3.7058 0.0013227
52 60 3.70674 0.000975277

56 0 3.70686 0.000768103
56 4 3.70681 -0.000454707
56 8 3.70597 -0.00161057
56 12 3.70446 -0.00252487
56 16 3.70252 -0.00305782
56 20 3.70044 -0.00312603
56 24 3.69853 -0.00271655
56 28 3.69709 -0.00189032
56 32 3.69634 -0.000773734
56 36 3.6964 0.000460924
56 40 3.69725 0.00162309
56 44 3.69876 0.00253448
56 48 3.70071 0.00305698
