0 0.999947 5.32667e-05 0
4 0.999853 6.13278e-05 8.59763e-05
8 0.999744 7.05971e-05 0.000184956
12 0.99962 8.12519e-05 0.000298884
16 0.999477 9.34942e-05 0.000429993
20 0.999312 0.000107554 0.000580837
24 0.999122 0.000123692 0.000754339
28 0.998904 0.000142204 0.000953842
32 0.998653 0.000163423 0.00118316
36 0.998366 0.000187726 0.00144663
40 0.998035 0.000215533 0.00174921
44 0.997656 0.000247316 0.00209652
48 0.997222 0.000283595 0.0024949
52 0.996724 0.000324948 0.00295154
56 0.996153 0.000372005 0.00347454
60 0.995502 0.000425448 0.00407298
64 0.994757 0.000486013 0.004757
68 0.993908 0.000554473 0.00553789
72 0.99294 0.000631633 0.0064281
76 0.99184 0.000718311 0.00744134
80 0.990592 0.00081531 0.00859251
84 0.989179 0.000923387 0.00989771
88 0.987583 0.00104321 0.0113741
92 0.985785 0.0011753 0.0130397
96 0.983767 0.00131997 0.0149134
100 0.981509 0.00147725 0.0170139
104 0.978993 0.00164681 0.0193601
108 0.976202 0.00182783 0.02197
112 0.973121 0.002019 0.0248597
116 0.969739 0.00221833 0.0280432
120 0.966046 0.00242322 0.0315308
124 0.962041 0.00263033 0.0353285
128 0.957728 0.00283569 0.0394367
132 0.953116 0.00303472 0.0438494
136 0.948224 0.00322244 0.0485534
140 0.943079 0.00339364 0.0535277
144 0.937713 0.00354317 0.0587438
148 0.932169 0.00366624 0.0641652
152 0.926492 0.00375873 0.0697491
156 0.920736 0.00381747 0.075447
160 0.914953 0.0038405 0.0812065
164 0.9092 0.00382717 0.0869733
168 0.903529 0.00377822 0.0926931
172 0.897991 0.00369565 0.0983138
176 0.89263 0.00358263 0.103787
180 0.887487 0.00344319 0.10907
184 0.882592 0.00328197 0.114126
188 0.877969 0.0031039 0.118927
192 0.873635 0.00291396 0.123451
196 0.8696 0.00271689 0.127683
200 0.865867 0.00251702 0.131616
204 0.862432 0.00231815 0.135249
208 0.85929 0.00212349 0.138587
212 0.856428 0.0019356 0.141636
216 0.853834 0.00175644 0.144409
220 0.851492 0.00158742 0.146921
224 0.849384 0.00142942 0.149187
228 0.847493 0.00128293 0.151224
232 0.845803 0.00114807 0.153049
236 0.844295 0.00102469 0.154681
240 0.842953 0.000912435 0.156135
244 0.841761 0.000810786 0.157429
248 0.840704 0.000719132 0.158577
252 0.839768 0.000636796 0.159595
256 0.838941 0.000563072 0.160496
260 0.838211 0.000497247 0.161292
264 0.837567 0.000438622 0.161994
268 0.837 0.000386524 0.162613
272 0.836501 0.000340317 0.163159
276 0.836062 0.000299402 0.163639
280 0.835676 0.000263228 0.164061
284 0.835336 0.000231287 0.164432
288 0.835039 0.000203115 0.164758
292 0.834777 0.000178293 0.165045
296 0.834548 0.000156442 0.165296
300 0.834347 0.00013722 0.165516
