0 0.999 0.001 0
2 0.998074 0.00171388 0.000211924
4 0.99649 0.00293489 0.000574983
6 0.993785 0.00501841 0.00119624
8 0.989183 0.00855967 0.00225724
10 0.981399 0.0145382 0.00406314
12 0.968363 0.0245172 0.00711957
14 0.946897 0.0408597 0.0122438
16 0.912499 0.0667991 0.0207022
18 0.859714 0.105963 0.0343233
20 0.783827 0.160725 0.0554478
22 0.684258 0.22924 0.0865022
24 0.567929 0.302976 0.129095
26 0.448596 0.368396 0.183008
28 0.340726 0.413399 0.245875
30 0.252993 0.43308 0.313928
32 0.186823 0.429941 0.383237
34 0.139121 0.41025 0.450628
36 0.105442 0.380568 0.51399
38 0.0817511 0.346089 0.57216
40 0.0649703 0.310354 0.624676
42 0.0529297 0.275545 0.671526
44 0.0441531 0.242881 0.712966
46 0.0376483 0.212957 0.749395
48 0.0327477 0.185982 0.78127
50 0.028998 0.161937 0.809065
52 0.0260879 0.140674 0.833238
54 0.0237999 0.121982 0.854218
56 0.0219804 0.105623 0.872397
58 0.0205184 0.0913529 0.888129
60 0.0193332 0.0789381 0.901729
62 0.0183647 0.0681593 0.913476
64 0.0175678 0.0588161 0.923616
66 0.0169081 0.0507279 0.932364
68 0.0163592 0.0437335 0.939907
70 0.0159004 0.0376903 0.946409
