0 1

1 0.799912

2 0.799825

3 0.799701

4 0.799553

5 0.799366

6 0.799157

7 0.798908

8 0.798635

9 0.798326

10 0.797989

11 0.79762

12 0.79722

13 0.796789

14 0.796327

15 0.795834

16 0.79531

17 0.794756

18 0.794171

19 0.793554

20 0.792907

21 0.792229

22 0.791521

23 0.790781

24 0.790011

25 0.78921

26 0.788379

27 0.787516

28 0.786624

29 0.785702

30 0.784746

31 0.783764

32 0.782747

33 0.781705

34 0.780627

35 0.779523

36 0.778387

37 0.777222

38 0.776023

39 0.7748

40 0.77354

41 0.772258

42 0.770937

43 0.769595

44 0.768217

45 0.766813

46 0.765376

47 0.763912

48 0.762417

49 0.760893

50 0.759339

51 0.757756

52 0.756144

53 0.754502

54 0.752831

55 0.751132

56 0.749402

57 0.747644

58 0.745857

59 0.744042

60 0.742196

61 0.740324

62 0.738421

63 0.736492

64 0.734533

65 0.732546

66 0.730531

67 0.728487

68 0.726414

69 0.724316

70 0.722187

71 0.720034

72 0.717849

73 0.715638

74 0.7134

75 0.711133

76 0.708842

77 0.706519

78 0.704172

79 0.701797

80 0.699394

81 0.696967

82 0.694511

83 0.692029

84 0.68952

85 0.686986

86 0.684423

87 0.681837

88 0.679222

89 0.676582

90 0.673917

91 0.671225

92 0.668508

93 0.665766

94 0.662997

95 0.660204

96 0.657385

97 0.654541

98 0.651672

99 0.64878

100 0.645861

101 0.642919

102 0.639952

103 0.636961

104 0.633944

105 0.630907

106 0.62784

107 0.624756

108 0.621643

109 0.61851

110 0.615351

111 0.61217

112 0.608965

113 0.60574

114 0.602487

115 0.599218

116 0.595921

117 0.592604

118 0.589266

119 0.585903

120 0.582521

121 0.579115

122 0.57569

123 0.572241

124 0.568772

125 0.565281

126 0.561771

127 0.558238

128 0.554687

129 0.551113

130 0.547521

131 0.543907

132 0.540274

133 0.536621

134 0.532949

135 0.529257

136 0.525546

137 0.521816

138 0.518068

139 0.514299

140 0.510514

141 0.50671

142 0.502886

143 0.499049

144 0.495189

145 0.491314

146 0.487422

147 0.483512

148 0.479585

149 0.475642

150 0.471684

151 0.467706

152 0.463717

153 0.459708

154 0.455684

155 0.451648

156 0.447593

157 0.443525

158 0.439443

159 0.435344

160 0.431233

161 0.427108

162 0.422969

163 0.418817

164 0.414653

165 0.410474

166 0.406283

167 0.402081

168 0.397864

169 0.393639

170 0.389401

171 0.385152

172 0.380892

173 0.376621

174 0.372341

175 0.36805

176 0.36375

177 0.359443

178 0.355124

179 0.350796

