0 0 1.6515e-06
0 1 1.6515e-06
0 2 1.6515e-06
0 3 1.6515e-06
0 4 1.6515e-06
0 5 1.6515e-06
0 6 1.6515e-06
0 7 1.6515e-06
0 8 1.6515e-06
0 9 1.6515e-06
0 10 1.6515e-06
0 11 1.6515e-06
0 12 1.6515e-06
0 13 1.6515e-06
0 14 1.6515e-06
0 15 1.6515e-06
0 16 1.6515e-06
0 17 1.6515e-06
0 18 1.6515e-06
0 19 1.6515e-06
0 20 1.6515e-06
0 21 1.6515e-06
0 22 1.6515e-06
0 23 1.6515e-06
0 24 1.6515e-06
0 25 1.6515e-06
0 26 1.6515e-06
0 27 1.6515e-06
0 28 1.6515e-06
0 29 1.6515e-06
0 30 1.6515e-06
0 31 1.6515e-06
0 32 1.6515e-06
0 33 1.6515e-06
0 34 1.6515e-06
0 35 1.6515e-06
0 36 1.6515e-06
0 37 1.6515e-06
0 38 1.6515e-06
0 39 1.6515e-06
0 40 1.6515e-06
0 41 1.6515e-06
0 42 1.6515e-06
0 43 1.6515e-06
0 44 1.6515e-06
0 45 1.6515e-06
0 46 1.6515e-06
0 47 1.6515e-06
0 48 1.6515e-06
0 49 1.6515e-06
0 50 1.6515e-06
0 51 1.6515e-06
0 52 1.6515e-06
0 53 1.6515e-06
0 54 1.6515e-06
0 55 1.6515e-06
0 56 1.6515e-06
0 57 1.6515e-06
0 58 1.6515e-06
0 59 1.6515e-06
0 60 1.6515e-06
0 61 1.6515e-06
0 62 1.6515e-06
0 63 1.6515e-06

1 0 3.14099e-06
1 1 3.14099e-06
1 2 3.14099e-06
1 3 3.14099e-06
1 4 3.14099e-06
1 5 3.14099e-06
1 6 3.14099e-06
1 7 3.14099e-06
1 8 3.14099e-06
1 9 3.14099e-06
1 10 3.14099e-06
1 11 3.14099e-06
1 12 3.14099e-06
1 13 3.14099e-06
1 14 3.14099e-06
1 15 3.14099e-06
1 16 3.14099e-06
1 17 3.14099e-06
1 18 3.14099e-06
1 19 3.14099e-06
1 20 3.14099e-06
1 21 3.14099e-06
1 22 3.14099e-06
1 23 3.14099e-06
1 24 3.14099e-06
1 25 3.14099e-06
1 26 3.14099e-06
1 27 3.14099e-06
1 28 3.14099e-06
1 29 3.14099e-06
