0 -1

1 -0.574946

2 -0.574888

3 -0.574811

4 -0.574715

5 -0.574597

6 -0.574463

7 -0.574307

8 -0.574131

9 -0.573939

10 -0.573723

11 -0.57349

12 -0.573237

13 -0.572965

14 -0.572673

15 -0.572361

16 -0.572031

17 -0.571679

18 -0.571309

19 -0.57092

20 -0.570512

21 -0.570083

22 -0.569637

23 -0.56917

24 -0.568684

25 -0.568179

26 -0.567655

27 -0.567111

28 -0.566548

29 -0.565968

30 -0.565366

31 -0.564746

32 -0.564107

33 -0.563448

34 -0.562773

35 -0.562076

36 -0.561361

37 -0.560628

38 -0.559876

39 -0.559105

40 -0.558315

41 -0.557508

42 -0.556679

43 -0.555834

44 -0.554971

45 -0.554086

46 -0.553188

47 -0.552268

48 -0.55133

49 -0.550374

50 -0.5494

51 -0.548408

52 -0.547397

53 -0.54637

54 -0.545323

55 -0.544259

56 -0.543177

57 -0.542078

58 -0.54096

59 -0.539825

60 -0.538673

61 -0.537502

62 -0.536314

63 -0.53511

64 -0.533889

65 -0.532649

66 -0.531391

67 -0.530119

68 -0.528828

69 -0.52752

70 -0.526198

71 -0.524855

72 -0.523498

73 -0.522124

74 -0.520733

75 -0.519327

76 -0.517903

77 -0.516464

78 -0.515007

79 -0.513536

80 -0.51205

81 -0.510544

82 -0.509026

83 -0.507493

84 -0.505941

85 -0.504375

86 -0.502795

87 -0.501199

88 -0.499587

89 -0.497961

90 -0.49632

91 -0.494663

92 -0.492993

93 -0.491308

94 -0.489609

95 -0.487895

96 -0.486166

97 -0.484424

98 -0.482669

99 -0.480898

100 -0.479115

101 -0.477317

102 -0.475507

103 -0.473684

104 -0.471845

105 -0.469997

106 -0.468135

107 -0.466257

108 -0.46437

109 -0.46247

110 -0.460556

111 -0.458631

112 -0.456694

113 -0.454745

114 -0.452785

115 -0.450812

116 -0.448829

117 -0.446834

118 -0.444828

119 -0.442811

120 -0.440785

121 -0.438747

122 -0.436698

123 -0.434639

124 -0.432572

125 -0.430494

126 -0.428405

127 -0.426308

128 -0.424202

129 -0.422087

130 -0.419962

131 -0.41783

132 -0.415688

133 -0.413538

134 -0.411382

135 -0.409216

136 -0.407043

137 -0.404863

138 -0.402676

139 -0.400482

140 -0.398282

141 -0.396076

142 -0.393861

143 -0.391641

144 -0.389418

145 -0.387188

146 -0.384953

147 -0.382712

148 -0.380466

149 -0.378218

150 -0.375964

151 -0.373708

152 -0.371448

153 -0.369185

154 -0.366917

155 -0.364647

156 -0.362378

157 -0.360105

158 -0.35783

159 -0.355554

